id,sexo,nascimento_anomes,data_nascimento
aluno_0084125,M,2022-01,
aluno_0084126,F,2022-01,
aluno_0084127,M,2022-01,
aluno_0084128,M,2022-01,
aluno_0084129,M,2022-01,
aluno_0084130,M,2022-01,
aluno_0084131,M,2022-01,
aluno_0084132,M,2022-01,
aluno_0084133,F,2022-01,
aluno_0084134,M,2022-01,
aluno_0084135,M,2022-01,
aluno_0084136,F,2022-01,
aluno_0084137,M,2022-01,
aluno_0084138,M,2022-01,
aluno_0084139,F,2022-01,
aluno_0084140,M,2022-01,
aluno_0084141,M,2022-01,
aluno_0084142,F,2022-01,
aluno_0084143,M,2022-01,
aluno_0084144,M,2022-01,
aluno_0084145,M,2021-12,
aluno_0084146,M,2022-01,
aluno_0084147,F,2022-01,
aluno_0084148,M,2022-01,
aluno_0084149,F,2022-01,
aluno_0084150,M,2022-01,
aluno_0084151,F,2022-01,
aluno_0084152,M,2022-01,
aluno_0084153,F,2022-01,
aluno_0084154,M,2022-01,
aluno_0084155,F,2022-01,
aluno_0084156,F,2022-01,
aluno_0084157,M,2022-01,
aluno_0084158,F,2022-01,
aluno_0084159,M,2022-01,
aluno_0084160,F,2022-01,
aluno_0084161,M,2022-01,
aluno_0084162,F,2022-01,
aluno_0084163,F,2022-01,
aluno_0084164,M,2022-01,
aluno_0084165,F,2022-01,
aluno_0084166,F,2022-01,
aluno_0084167,F,2022-01,
aluno_0084168,M,2022-01,
aluno_0084169,M,2022-01,
aluno_0084170,F,2022-01,
aluno_0084171,F,2022-01,
aluno_0084172,M,2022-01,
aluno_0084173,M,2022-01,
aluno_0084174,M,2022-01,
aluno_0084175,M,2022-01,
aluno_0084176,M,2022-01,
aluno_0084177,F,2022-01,
aluno_0084178,M,2022-01,
aluno_0084179,F,2022-01,
aluno_0084180,F,2022-01,
aluno_0084181,F,2022-01,
aluno_0084182,F,2021-11,
aluno_0084183,F,2022-01,
aluno_0084184,M,2022-01,
aluno_0084185,M,2022-01,
aluno_0084186,M,2022-01,
aluno_0084187,F,2022-01,
aluno_0084188,M,2022-01,
aluno_0084189,M,2022-01,
aluno_0084190,M,2022-01,
aluno_0084191,M,2022-01,
aluno_0084192,F,2022-01,
aluno_0084193,F,2022-01,
aluno_0084194,F,2022-01,
aluno_0084195,F,2022-01,
aluno_0084196,M,2022-01,
aluno_0084197,M,2022-01,
aluno_0084198,M,2022-01,
aluno_0084199,F,2021-11,
aluno_0084200,M,2022-01,
aluno_0084201,M,2021-11,
aluno_0084202,M,2022-01,
aluno_0084203,F,2022-01,
aluno_0084204,M,2022-01,
aluno_0084205,F,2022-01,
aluno_0084206,M,2022-01,
aluno_0084207,M,2022-01,
aluno_0084208,F,2022-01,
aluno_0084209,F,2022-01,
aluno_0084210,M,2019-07,
aluno_0084211,F,2022-01,
aluno_0084212,M,2022-01,
aluno_0084213,M,2022-01,
aluno_0084214,F,2022-01,
aluno_0084215,F,2022-01,
aluno_0084216,M,2022-01,
aluno_0084217,M,2022-01,
aluno_0084218,M,2022-01,
aluno_0084219,F,2022-01,
aluno_0084220,M,2022-01,
aluno_0084221,F,2022-01,
aluno_0084222,M,2022-01,
aluno_0084223,F,2022-01,
aluno_0084224,M,2022-01,
aluno_0084225,F,2022-01,
aluno_0084226,M,2022-01,
aluno_0084227,M,2022-01,
aluno_0084228,M,2021-12,
aluno_0084229,F,2022-01,
aluno_0084230,M,2022-01,
aluno_0084231,M,2022-01,
aluno_0084232,F,2022-01,
aluno_0084233,F,2022-01,
aluno_0084234,F,2021-10,
aluno_0084235,M,2022-01,
aluno_0084236,M,2022-01,
aluno_0084237,M,2020-10,
aluno_0084238,F,2022-01,
aluno_0084239,F,2022-01,
aluno_0084240,M,2022-01,
aluno_0084241,F,2022-01,
aluno_0084242,F,2022-01,
aluno_0084243,M,2022-01,
aluno_0084244,M,2022-01,
aluno_0084245,M,2022-01,
aluno_0084246,M,2022-01,
aluno_0084247,M,2022-01,
aluno_0084248,F,2022-01,
aluno_0084249,M,2022-11,
aluno_0084250,M,2022-01,
aluno_0084251,M,2022-01,
aluno_0084252,F,2022-01,
aluno_0084253,F,2022-01,
aluno_0084254,F,2022-01,
aluno_0084255,F,2022-01,
aluno_0084256,M,2021-01,
aluno_0084257,M,2022-01,
aluno_0084258,M,2022-01,
aluno_0084259,M,2022-01,
aluno_0084260,F,2022-01,
aluno_0084261,M,2022-01,
aluno_0084262,M,2021-09,
aluno_0084263,M,2021-12,
aluno_0084264,M,2022-01,
aluno_0084265,F,2022-01,
aluno_0084266,F,2022-01,
aluno_0084267,F,2022-01,
aluno_0084268,F,2022-01,
aluno_0084269,M,2022-01,
aluno_0084270,F,2022-01,
aluno_0084271,M,2022-01,
aluno_0084272,F,2022-01,
aluno_0084273,F,2022-01,
aluno_0084274,F,2022-01,
aluno_0084275,F,2022-01,
aluno_0084276,F,2022-01,
aluno_0084277,M,2022-01,
aluno_0084278,F,2022-01,
aluno_0084279,M,2022-01,
aluno_0084280,F,2022-01,
aluno_0084281,M,2022-01,
aluno_0084282,F,2022-01,
aluno_0084283,F,2022-01,
aluno_0084284,M,2022-01,
aluno_0084285,M,2022-01,
aluno_0084286,F,2022-01,
aluno_0084287,F,2022-01,
aluno_0084288,M,2022-01,
aluno_0084289,F,2022-01,
aluno_0084290,F,2022-01,
aluno_0084291,F,2022-01,
aluno_0084292,F,2022-01,
aluno_0084293,M,2022-01,
aluno_0084294,F,2022-01,
aluno_0084295,F,2022-01,
aluno_0084296,M,2021-10,
aluno_0084297,F,2022-01,
aluno_0084298,M,2022-01,
aluno_0084299,M,2022-01,
aluno_0084300,F,2021-12,
aluno_0084301,F,2020-02,
aluno_0084302,F,2022-01,
aluno_0084303,M,2022-01,
aluno_0084304,M,2021-12,
aluno_0084305,F,2022-01,
aluno_0084306,F,2022-01,
aluno_0084307,M,2022-01,
aluno_0084308,F,2022-01,
aluno_0084309,M,2022-01,
aluno_0084310,M,2022-01,
aluno_0084311,M,2022-01,
aluno_0084312,M,2022-01,
aluno_0084313,F,2022-01,
aluno_0084314,F,2022-01,
aluno_0084315,F,2022-01,
aluno_0084316,F,2020-06,
aluno_0084317,F,2022-01,
aluno_0084318,M,2022-01,
aluno_0084319,M,2022-01,
aluno_0084320,M,2022-01,
aluno_0084321,M,2022-01,
aluno_0084322,M,2022-01,
aluno_0084323,M,2022-01,
aluno_0084324,M,2022-01,
aluno_0084325,F,2022-01,
aluno_0084326,M,2021-05,
aluno_0084327,M,2021-11,
aluno_0084328,F,2022-01,
aluno_0084329,M,2022-01,
aluno_0084330,M,2022-01,
aluno_0084331,F,2022-01,
aluno_0084332,M,2022-01,
aluno_0084333,M,2022-01,
aluno_0084334,F,2022-01,
aluno_0084335,M,2022-01,
aluno_0084336,M,2022-01,
aluno_0084337,F,2022-01,
aluno_0084338,M,2022-01,
aluno_0084339,F,2022-01,
aluno_0084340,F,2022-01,
aluno_0084341,F,2022-01,
aluno_0084342,M,2022-01,
aluno_0084343,M,2022-01,
aluno_0084344,M,2021-11,
aluno_0084345,F,2022-01,
aluno_0084346,F,2022-01,
aluno_0084347,M,2022-01,
aluno_0084348,M,2022-01,
aluno_0084349,F,2022-01,
aluno_0084350,F,2022-01,
aluno_0084351,F,2022-01,
aluno_0084352,F,2022-01,
aluno_0084353,F,2022-01,
aluno_0084354,M,2022-01,
aluno_0084355,F,2022-01,
aluno_0084356,F,2022-01,
aluno_0084357,F,2021-12,
aluno_0084358,M,2022-01,
aluno_0084359,F,2022-01,
aluno_0084360,F,2022-01,
aluno_0084361,F,2022-01,
aluno_0084362,F,2022-01,
aluno_0084363,M,2022-01,
aluno_0084364,M,2022-01,
aluno_0084365,F,2022-01,
aluno_0084366,F,2022-01,
aluno_0084367,M,2021-12,
aluno_0084368,M,2022-01,
aluno_0084369,F,2022-01,
aluno_0084370,M,2022-01,
aluno_0084371,M,2022-01,
aluno_0084372,M,2022-02,
aluno_0084373,F,2022-01,
aluno_0084374,M,2022-01,
aluno_0084375,M,2022-01,
aluno_0084376,F,2022-01,
aluno_0084377,M,2022-01,
aluno_0084378,M,2022-01,
aluno_0084379,M,2022-01,
aluno_0084380,M,2022-01,
aluno_0084381,M,2020-06,
aluno_0084382,F,2022-01,
aluno_0084383,F,2022-01,
aluno_0084384,F,2022-01,
aluno_0084385,M,2022-01,
aluno_0084386,M,2022-01,
aluno_0084387,F,2022-01,
aluno_0084388,M,2022-01,
aluno_0084389,M,2022-01,
aluno_0084390,F,2022-01,
aluno_0084391,M,2022-01,
aluno_0084392,M,2020-07,
aluno_0084393,F,2021-12,
aluno_0084394,M,2022-01,
aluno_0084395,M,2022-01,
aluno_0084396,F,2022-01,
aluno_0084397,M,2022-01,
aluno_0084398,M,2022-01,
aluno_0084399,F,2022-01,
aluno_0084400,F,2022-01,
aluno_0084401,M,2022-01,
aluno_0084402,M,2021-10,
aluno_0084403,F,2022-01,
aluno_0084404,M,2022-01,
aluno_0084405,M,2022-01,
aluno_0084406,M,2021-12,
aluno_0084407,F,2022-01,
aluno_0084408,F,2022-01,
aluno_0084409,M,2022-01,
aluno_0084410,M,2022-01,
aluno_0084411,M,2022-01,
aluno_0084412,M,2021-11,
aluno_0084413,M,2021-12,
aluno_0084414,M,2022-01,
aluno_0084415,M,2021-12,
aluno_0084416,M,2022-01,
aluno_0084417,M,2022-01,
aluno_0084418,M,2022-01,
aluno_0084419,F,2022-01,
aluno_0084420,M,2022-01,
aluno_0084421,F,2022-01,
aluno_0084422,M,2022-01,
aluno_0084423,M,2022-01,
aluno_0084424,M,2021-11,
aluno_0084425,M,2022-01,
aluno_0084426,F,2022-01,
aluno_0084427,F,2022-01,
aluno_0084428,F,2022-01,
aluno_0084429,F,2022-01,
aluno_0084430,F,2020-03,
aluno_0084431,M,2022-01,
aluno_0084432,M,2022-01,
aluno_0084433,F,2021-09,
aluno_0084434,F,2022-01,
aluno_0084435,F,2022-01,
aluno_0084436,M,2022-01,
aluno_0084437,M,2022-01,
aluno_0084438,F,2022-01,
aluno_0084439,F,2022-01,
aluno_0084440,M,2022-01,
aluno_0084441,F,2022-01,
aluno_0084442,F,2022-01,
aluno_0084443,M,2020-05,
aluno_0084444,F,2022-01,
aluno_0084445,M,2022-01,
aluno_0084446,M,2022-01,
aluno_0084447,F,2022-01,
aluno_0084448,M,2022-01,
aluno_0084449,M,2022-01,
aluno_0084450,M,2022-01,
aluno_0084451,M,2022-01,
aluno_0084452,M,2022-01,
aluno_0084453,M,2022-01,
aluno_0084454,F,2022-01,
aluno_0084455,M,2021-10,
aluno_0084456,F,2022-01,
aluno_0084457,F,2020-05,
aluno_0084458,M,2022-01,
aluno_0084459,M,2021-12,
aluno_0084460,F,2022-01,
aluno_0084461,F,2022-01,
aluno_0084462,M,2022-01,
aluno_0084463,F,2022-01,
aluno_0084464,M,2022-01,
aluno_0084465,M,2022-01,
aluno_0084466,M,2022-01,
aluno_0084467,F,2022-01,
aluno_0084468,M,2022-01,
aluno_0084469,M,2021-08,
aluno_0084470,M,2022-01,
aluno_0084471,F,2022-01,
aluno_0084472,F,2022-01,
aluno_0084473,F,2022-01,
aluno_0084474,M,2022-01,
aluno_0084475,F,2022-01,
aluno_0084476,F,2022-01,
aluno_0084477,M,2022-02,
aluno_0084478,M,2021-10,
aluno_0084479,M,2022-01,
aluno_0084480,F,2022-01,
aluno_0084481,M,2022-01,
aluno_0084482,M,2022-01,
aluno_0084483,M,2022-01,
aluno_0084484,M,2021-12,
aluno_0084485,F,2022-01,
aluno_0084486,F,2021-06,
aluno_0084487,M,2022-01,
aluno_0084488,F,2022-01,
aluno_0084489,M,2022-01,
aluno_0084490,M,2022-01,
aluno_0084491,M,2021-07,
aluno_0084492,M,2022-01,
aluno_0084493,M,2022-01,
aluno_0084494,F,2022-01,
aluno_0084495,F,2022-01,
aluno_0084496,F,2022-01,
aluno_0084497,M,2022-01,
aluno_0084498,F,2022-01,
aluno_0084499,M,2022-01,
aluno_0084500,M,2021-09,
aluno_0084501,F,2022-01,
aluno_0084502,M,2022-01,
aluno_0084503,M,2022-02,
aluno_0084504,F,2019-06,
aluno_0084505,M,2022-01,
aluno_0084506,M,2022-01,
aluno_0084507,F,2022-01,
aluno_0084508,F,2022-01,
aluno_0084509,M,2022-01,
aluno_0084510,F,2021-08,
aluno_0084511,F,2022-01,
aluno_0084512,F,2022-01,
aluno_0084513,F,2022-02,
aluno_0084514,M,2022-02,
aluno_0084515,F,2022-01,
aluno_0084516,M,2022-01,
aluno_0084517,M,2022-02,
aluno_0084518,F,2022-01,
aluno_0084519,M,2022-01,
aluno_0084520,F,2022-02,
aluno_0084521,F,2021-12,
aluno_0084522,F,2022-01,
aluno_0084523,M,2022-01,
aluno_0084524,M,2021-02,
aluno_0084525,F,2021-03,
aluno_0084526,M,2022-01,
aluno_0084527,M,2022-01,
aluno_0084528,F,2022-01,
aluno_0084529,M,2022-01,
aluno_0084530,M,2022-01,
aluno_0084531,M,2021-12,
aluno_0084532,F,2022-01,
aluno_0084533,M,2022-01,
aluno_0084534,M,2022-02,
aluno_0084535,M,2022-02,
aluno_0084536,M,2022-02,
aluno_0084537,M,2022-01,
aluno_0084538,M,2022-01,
aluno_0084539,M,2022-01,
aluno_0084540,M,2021-06,
aluno_0084541,M,2021-06,
aluno_0084542,M,2022-02,
aluno_0084543,F,2022-02,
aluno_0084544,F,2022-01,
aluno_0084545,F,2022-01,
aluno_0084546,F,2022-02,
aluno_0084547,F,2022-02,
aluno_0084548,M,2022-01,
aluno_0084549,M,2022-01,
aluno_0084550,M,2021-09,
aluno_0084551,M,2022-01,
aluno_0084552,M,2022-01,
aluno_0084553,F,2022-01,
aluno_0084554,F,2022-01,
aluno_0084555,F,2022-02,
aluno_0084556,F,2022-01,
aluno_0084557,M,2021-09,
aluno_0084558,F,2022-01,
aluno_0084559,F,2022-02,
aluno_0084560,M,2022-01,
aluno_0084561,F,2022-01,
aluno_0084562,M,2022-01,
aluno_0084563,M,2021-09,
aluno_0084564,M,2022-01,
aluno_0084565,M,2021-08,
aluno_0084566,F,2022-01,
aluno_0084567,F,2022-02,
aluno_0084568,F,2022-01,
aluno_0084569,F,2022-01,
aluno_0084570,M,2022-02,
aluno_0084571,M,2022-01,
aluno_0084572,M,2022-01,
aluno_0084573,M,2022-01,
aluno_0084574,M,2022-01,
aluno_0084575,F,2022-01,
aluno_0084576,M,2022-02,
aluno_0084577,M,2022-01,
aluno_0084578,M,2021-08,
aluno_0084579,M,2022-01,
aluno_0084580,F,2022-01,
aluno_0084581,F,2022-01,
aluno_0084582,F,2022-01,
aluno_0084583,F,2022-01,
aluno_0084584,F,2021-12,
aluno_0084585,F,2022-01,
aluno_0084586,M,2022-02,
aluno_0084587,M,2022-01,
aluno_0084588,F,2022-01,
aluno_0084589,F,2022-01,
aluno_0084590,M,2022-01,
aluno_0084591,F,2022-01,
aluno_0084592,M,2022-01,
aluno_0084593,M,2022-01,
aluno_0084594,F,2022-01,
aluno_0084595,M,2021-07,
aluno_0084596,M,2022-01,
aluno_0084597,M,2022-01,
aluno_0084598,M,2021-12,
aluno_0084599,F,2022-01,
aluno_0084600,M,2022-01,
aluno_0084601,F,2022-01,
aluno_0084602,F,2022-02,
aluno_0084603,M,2022-02,
aluno_0084604,M,2022-01,
aluno_0084605,M,2022-01,
aluno_0084606,M,2022-01,
aluno_0084607,M,2022-01,
aluno_0084608,F,2022-01,
aluno_0084609,F,2022-01,
aluno_0084610,M,2022-01,
aluno_0084611,M,2022-01,
aluno_0084612,M,2021-12,
aluno_0084613,M,2020-04,
aluno_0084614,F,2021-03,
aluno_0084615,M,2022-01,
aluno_0084616,F,2022-02,
aluno_0084617,F,2022-02,
aluno_0084618,M,2019-05,
aluno_0084619,M,2022-01,
aluno_0084620,M,2022-01,
aluno_0084621,M,2022-02,
aluno_0084622,F,2022-02,
aluno_0084623,M,2022-02,
aluno_0084624,M,2022-02,
aluno_0084625,F,2022-01,
aluno_0084626,M,2022-01,
aluno_0084627,F,2022-01,
aluno_0084628,F,2022-01,
aluno_0084629,M,2022-01,
aluno_0084630,F,2022-02,
aluno_0084631,M,2021-11,
aluno_0084632,F,2022-01,
aluno_0084633,M,2022-01,
aluno_0084634,F,2022-01,
aluno_0084635,F,2022-01,
aluno_0084636,F,2022-01,
aluno_0084637,F,2022-01,
aluno_0084638,F,2022-01,
aluno_0084639,M,2022-02,
aluno_0084640,M,2022-01,
aluno_0084641,M,2022-01,
aluno_0084642,M,2022-01,
aluno_0084643,M,2022-02,
aluno_0084644,F,2022-01,
aluno_0084645,M,2022-01,
aluno_0084646,F,2022-01,
aluno_0084647,F,2022-02,
aluno_0084648,M,2022-01,
aluno_0084649,M,2022-01,
aluno_0084650,F,2022-01,
aluno_0084651,M,2022-01,
aluno_0084652,F,2022-01,
aluno_0084653,F,2022-01,
aluno_0084654,M,2022-01,
aluno_0084655,M,2022-01,
aluno_0084656,F,2022-01,
aluno_0084657,F,2022-01,
aluno_0084658,F,2022-01,
aluno_0084659,M,2022-02,
aluno_0084660,F,2022-01,
aluno_0084661,F,2022-01,
aluno_0084662,M,2022-02,
aluno_0084663,F,2020-07,
aluno_0084664,F,2022-02,
aluno_0084665,M,2022-01,
aluno_0084666,F,2022-01,
aluno_0084667,F,2022-01,
aluno_0084668,F,2022-02,
aluno_0084669,M,2022-02,
aluno_0084670,M,2022-02,
aluno_0084671,F,2022-01,
aluno_0084672,M,2022-02,
aluno_0084673,M,2022-01,
aluno_0084674,M,2022-01,
aluno_0084675,F,2022-01,
aluno_0084676,F,2021-08,
aluno_0084677,M,2022-01,
aluno_0084678,M,2021-12,
aluno_0084679,M,2022-02,
aluno_0084680,M,2022-02,
aluno_0084681,F,2022-01,
aluno_0084682,F,2021-07,
aluno_0084683,M,2022-02,
aluno_0084684,F,2022-02,
aluno_0084685,F,2022-02,
aluno_0084686,M,2022-02,
aluno_0084687,M,2022-01,
aluno_0084688,M,2022-02,
aluno_0084689,F,2022-02,
aluno_0084690,F,2022-01,
aluno_0084691,M,2022-01,
aluno_0084692,F,2022-02,
aluno_0084693,M,2022-01,
aluno_0084694,M,2022-02,
aluno_0084695,M,2022-01,
aluno_0084696,F,2022-01,
aluno_0084697,M,2021-12,
aluno_0084698,F,2022-02,
aluno_0084699,F,2022-02,
aluno_0084700,M,2022-02,
aluno_0084701,F,2022-01,
aluno_0084702,M,2022-01,
aluno_0084703,M,2022-01,
aluno_0084704,F,2022-01,
aluno_0084705,F,2022-01,
aluno_0084706,M,2022-02,
aluno_0084707,F,2021-04,
aluno_0084708,M,2022-02,
aluno_0084709,M,2022-01,
aluno_0084710,F,2022-02,
aluno_0084711,M,2021-05,
aluno_0084712,M,2022-02,
aluno_0084713,M,2022-01,
aluno_0084714,F,2021-12,
aluno_0084715,F,2022-01,
aluno_0084716,M,2022-02,
aluno_0084717,M,2022-01,
aluno_0084718,M,2021-12,
aluno_0084719,M,2022-01,
aluno_0084720,F,2022-02,
aluno_0084721,M,2022-02,
aluno_0084722,F,2022-01,
aluno_0084723,F,2021-06,
aluno_0084724,F,2022-02,
aluno_0084725,F,2022-01,
aluno_0084726,F,2022-01,
aluno_0084727,M,2022-01,
aluno_0084728,M,2022-02,
aluno_0084729,F,2022-01,
aluno_0084730,M,2022-02,
aluno_0084731,F,2022-01,
aluno_0084732,F,2022-01,
aluno_0084733,F,2022-01,
aluno_0084734,F,2020-05,
aluno_0084735,F,2021-09,
aluno_0084736,F,2022-01,
aluno_0084737,M,2021-12,
aluno_0084738,M,2021-11,
aluno_0084739,M,2022-01,
aluno_0084740,M,2022-02,
aluno_0084741,M,2021-12,
aluno_0084742,M,2021-12,
aluno_0084743,M,2022-02,
aluno_0084744,F,2022-02,
aluno_0084745,F,2022-02,
aluno_0084746,M,2022-01,
aluno_0084747,M,2021-08,
aluno_0084748,F,2022-01,
aluno_0084749,F,2022-01,
aluno_0084750,F,2020-05,
aluno_0084751,F,2022-01,
aluno_0084752,F,2022-02,
aluno_0084753,M,2022-02,
aluno_0084754,M,2022-02,
aluno_0084755,F,2022-02,
aluno_0084756,F,2022-02,
aluno_0084757,F,2022-01,
aluno_0084758,M,2021-06,
aluno_0084759,M,2022-01,
aluno_0084760,F,2022-02,
aluno_0084761,M,2021-10,
aluno_0084762,F,2022-01,
aluno_0084763,M,2022-01,
aluno_0084764,M,2022-01,
aluno_0084765,M,2020-02,
aluno_0084766,F,2022-02,
aluno_0084767,F,2022-01,
aluno_0084768,F,2021-11,
aluno_0084769,F,2022-02,
aluno_0084770,F,2022-01,
aluno_0084771,M,2022-02,
aluno_0084772,M,2022-01,
aluno_0084773,F,2022-01,
aluno_0084774,M,2022-01,
aluno_0084775,M,2021-01,
aluno_0084776,M,2022-02,
aluno_0084777,F,2022-01,
aluno_0084778,F,2022-02,
aluno_0084779,M,2022-02,
aluno_0084780,M,2022-01,
aluno_0084781,M,2022-02,
aluno_0084782,M,2022-02,
aluno_0084783,F,2022-02,
aluno_0084784,F,2022-01,
aluno_0084785,M,2022-01,
aluno_0084786,M,2022-01,
aluno_0084787,F,2022-01,
aluno_0084788,F,2021-06,
aluno_0084789,F,2022-02,
aluno_0084790,M,2022-01,
aluno_0084791,M,2022-02,
aluno_0084792,M,2021-08,
aluno_0084793,M,2020-09,
aluno_0084794,M,2022-01,
aluno_0084795,F,2022-01,
aluno_0084796,F,2022-01,
aluno_0084797,M,2022-01,
aluno_0084798,M,2022-01,
aluno_0084799,F,2022-01,
aluno_0084800,M,2022-01,
aluno_0084801,M,2022-02,
aluno_0084802,F,2022-01,
aluno_0084803,M,2022-01,
aluno_0084804,F,2022-01,
aluno_0084805,M,2022-01,
aluno_0084806,M,2022-02,
aluno_0084807,M,2021-11,
aluno_0084808,F,2022-02,
aluno_0084809,M,2022-01,
aluno_0084810,M,2022-02,
aluno_0084811,M,2022-01,
aluno_0084812,F,2022-01,
aluno_0084813,M,2022-01,
aluno_0084814,M,2022-02,
aluno_0084815,M,2022-02,
aluno_0084816,M,2022-02,
aluno_0084817,F,2022-02,
aluno_0084818,F,2021-12,
aluno_0084819,F,2022-02,
aluno_0084820,F,2022-02,
aluno_0084821,M,2022-02,
aluno_0084822,F,2022-01,
aluno_0084823,M,2022-02,
aluno_0084824,F,2022-01,
aluno_0084825,F,2022-02,
aluno_0084826,M,2022-02,
aluno_0084827,M,2022-01,
aluno_0084828,F,2022-02,
aluno_0084829,F,2022-02,
aluno_0084830,F,2022-02,
aluno_0084831,F,2022-02,
aluno_0084832,M,2022-02,
aluno_0084833,M,2022-02,
aluno_0084834,F,2022-02,
aluno_0084835,F,2022-02,
aluno_0084836,F,2022-01,
aluno_0084837,F,2022-02,
aluno_0084838,F,2021-07,
aluno_0084839,M,2022-01,
aluno_0084840,F,2022-02,
aluno_0084841,M,2022-02,
aluno_0084842,M,2022-02,
aluno_0084843,M,2022-02,
aluno_0084844,M,2022-02,
aluno_0084845,M,2022-02,
aluno_0084846,F,2022-02,
aluno_0084847,F,2022-01,
aluno_0084848,F,2022-02,
aluno_0084849,F,2022-01,
aluno_0084850,F,2022-01,
aluno_0084851,F,2022-02,
aluno_0084852,F,2022-02,
aluno_0084853,M,2022-02,
aluno_0084854,M,2022-02,
aluno_0084855,M,2022-02,
aluno_0084856,M,2022-02,
aluno_0084857,M,2022-01,
aluno_0084858,F,2022-01,
aluno_0084859,F,2022-02,
aluno_0084860,M,2022-01,
aluno_0084861,M,2022-02,
aluno_0084862,M,2022-02,
aluno_0084863,F,2022-02,
aluno_0084864,F,2022-02,
aluno_0084865,F,2022-02,
aluno_0084866,M,2022-02,
aluno_0084867,F,2022-02,
aluno_0084868,F,2022-02,
aluno_0084869,M,2022-01,
aluno_0084870,F,2022-01,
aluno_0084871,F,2022-02,
aluno_0084872,F,2022-02,
aluno_0084873,F,2022-01,
aluno_0084874,M,2022-02,
aluno_0084875,M,2022-02,
aluno_0084876,M,2021-04,
aluno_0084877,F,2022-01,
aluno_0084878,M,2022-01,
aluno_0084879,F,2022-02,
aluno_0084880,F,2022-02,
aluno_0084881,M,2022-02,
aluno_0084882,M,2022-02,
aluno_0084883,F,2022-01,
aluno_0084884,M,2022-02,
aluno_0084885,M,2022-01,
aluno_0084886,F,2022-02,
aluno_0084887,M,2022-02,
aluno_0084888,F,2022-02,
aluno_0084889,F,2022-01,
aluno_0084890,F,2022-02,
aluno_0084891,M,2022-01,
aluno_0084892,F,2022-02,
aluno_0084893,F,2022-02,
aluno_0084894,F,2022-02,
aluno_0084895,F,2022-01,
aluno_0084896,M,2019-05,
aluno_0084897,F,2021-09,
aluno_0084898,F,2021-12,
aluno_0084899,F,2022-02,
aluno_0084900,F,2022-02,
aluno_0084901,M,2020-10,
aluno_0084902,M,2022-01,
aluno_0084903,M,2022-02,
aluno_0084904,F,2022-01,
aluno_0084905,F,2022-01,
aluno_0084906,M,2022-01,
aluno_0084907,F,2022-01,
aluno_0084908,M,2022-01,
aluno_0084909,F,2022-02,
aluno_0084910,M,2022-02,
aluno_0084911,F,2022-02,
aluno_0084912,M,2022-02,
aluno_0084913,M,2022-02,
aluno_0084914,M,2022-02,
aluno_0084915,F,2022-01,
aluno_0084916,M,2022-02,
aluno_0084917,M,2021-12,
aluno_0084918,F,2022-02,
aluno_0084919,F,2022-02,
aluno_0084920,M,2022-02,
aluno_0084921,F,2022-01,
aluno_0084922,M,2022-02,
aluno_0084923,M,2022-02,
aluno_0084924,M,2022-02,
aluno_0084925,M,2020-08,
aluno_0084926,M,2022-01,
aluno_0084927,M,2022-02,
aluno_0084928,F,2022-01,
aluno_0084929,M,2022-02,
aluno_0084930,F,2022-01,
aluno_0084931,F,2022-01,
aluno_0084932,M,2022-02,
aluno_0084933,F,2022-02,
aluno_0084934,M,2022-01,
aluno_0084935,F,2022-02,
aluno_0084936,F,2022-02,
aluno_0084937,M,2022-02,
aluno_0084938,M,2022-02,
aluno_0084939,M,2021-12,
aluno_0084940,M,2022-02,
aluno_0084941,F,2022-02,
aluno_0084942,M,2022-02,
aluno_0084943,M,2022-01,
aluno_0084944,M,2022-02,
aluno_0084945,M,2022-02,
aluno_0084946,M,2022-01,
aluno_0084947,F,2021-12,
aluno_0084948,F,2022-02,
aluno_0084949,F,2022-02,
aluno_0084950,M,2022-02,
aluno_0084951,F,2022-02,
aluno_0084952,M,2022-02,
aluno_0084953,M,2022-02,
aluno_0084954,M,2022-01,
aluno_0084955,F,2022-02,
aluno_0084956,M,2022-01,
aluno_0084957,M,2022-01,
aluno_0084958,F,2022-01,
aluno_0084959,F,2021-11,
aluno_0084960,M,2022-02,
aluno_0084961,M,2022-02,
aluno_0084962,M,2022-02,
aluno_0084963,M,2022-02,
aluno_0084964,F,2022-02,
aluno_0084965,M,2022-02,
aluno_0084966,M,2022-01,
aluno_0084967,M,2022-02,
aluno_0084968,F,2022-01,
aluno_0084969,M,2022-02,
aluno_0084970,M,2022-02,
aluno_0084971,M,2022-01,
aluno_0084972,M,2022-02,
aluno_0084973,M,2021-01,
aluno_0084974,M,2022-02,
aluno_0084975,M,2020-02,
aluno_0084976,M,2022-02,
aluno_0084977,F,2022-01,
aluno_0084978,F,2022-02,
aluno_0084979,F,2022-02,
aluno_0084980,F,2022-02,
aluno_0084981,M,2022-02,
aluno_0084982,F,2022-02,
aluno_0084983,F,2022-02,
aluno_0084984,F,2022-02,
aluno_0084985,M,2022-02,
aluno_0084986,F,2022-01,
aluno_0084987,M,2022-02,
aluno_0084988,F,2022-01,
aluno_0084989,M,2022-02,
aluno_0084990,M,2021-11,
aluno_0084991,F,2020-04,
aluno_0084992,M,2022-01,
aluno_0084993,M,2022-02,
aluno_0084994,M,2022-02,
aluno_0084995,M,2022-02,
aluno_0084996,M,2022-02,
aluno_0084997,M,2022-02,
